record_id,title,section,priority,initial_note_quality,audit_computed_source_quality,source_match_score,original_note_source,content_provenance,note_file,full_text_status,full_text_basis,pdf_pages,pdf_sha256,title_similarity,review_standard,claim_use_status
757,Evaluating the Robustness of Multimodal Agents Against Active Environmental Injection Attacks,S7,P2,B,A,1.000,S7/P2/S7_P2/paper_first_notes/S7_P2_18_Evaluating_the_Robustness_of_Multimodal_Agents_Against_Active_Environmental_Injection_Attacks.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0757.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
759,A Practical Memory Injection Attack against LLM Agents,S7,P2,B,A,1.000,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_20_A_Practical_Memory_Injection_Attack_against_LLM_Agents_MINJA.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0759.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
761,Towards Trustworthy GUI Agents- A Survey,S7,P2,A,A,1.000,S7/P2/S7_P2/paper_first_notes/S7_P2_21_Towards_Trustworthy_GUI_Agents_A_Survey.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0761.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
762,AgentSpec Customizable Runtime Enforcement for Safe and Reliable LLM Agents,S7,P2,B,A,1.000,S7/P2/S7_P2/paper_first_notes/S7_P2_22_AgentSpec_Customizable_Runtime_Enforcement_for_Safe_and_Reliable_LLM_Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0762.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
764,VeriSafe Agent Safeguarding Mobile GUI Agent via Logic-based Action Verification,S7,P2,B,A,1.000,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_23_VeriSafe_Agent_Safeguarding_Mobile_GUI_Agent_via_Logic-based_Action_Verification.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0764.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
770,Hidden Ghost Hand Unveiling Backdoor Vulnerabilities in MLLM-Powered Mobile GUI Agents,S7,P2,B,A,1.000,S7/P2/S7_P2/paper_first_notes/S7_P2_30_Hidden_Ghost_Hand_Unveiling_Backdoor_Vulnerabilities_in_MLLM-Powered_Mobile_GUI_Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0770.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
771,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,S7,P2,B,A,1.000,S7/P2/S7_P2_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0771.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
772,Tool Preferences in Agentic LLMs are Unreliable,S7,P2,B,A,1.000,S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_32_Tool_Preferences_in_Agentic_LLMs_are_Unreliable.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0772.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
773,AgentAuditor- Human-Level Safety and Security Evaluation for LLM Agents,S7,P2,B,A,1.000,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_33_AgentAuditor_Human-Level_Safety_and_Security_Evaluation_for_LLM_Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0773.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
774,From Prompt Injections to Protocol Exploits- Threats in LLM-Powered AI Agents Workflows,S7,P2,B,A,1.000,S7/P2/S7_P2/paper_first_notes/S7_P2_34_From_Prompt_Injections_to_Protocol_Exploits_Threats_in_LLM-Powered_AI_Agents_Workflows.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0774.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
777,Demonstrations of Integrity Attacks in Multi-Agent Systems,S7,P2,B,A,1.000,S7/P2/S7_P2_paper_first_detailed_markdown_notes/S7_P2_37_Demonstrations_of_Integrity_Attacks_in_Multi-Agent_Systems.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0777.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
778,Effective Red-Teaming of Policy-Adherent Agents,S7,P2,B,A,1.000,S7/P2/S7_P2/paper_first_notes/S7_P2_38_Effective_Red-Teaming_of_Policy-Adherent_Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0778.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
779,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,S7,P2,B,A,1.000,S7/P2/S7_P2/paper_first_notes/S7_P2_39_Simple_Prompt_Injection_Attacks_Can_Leak_Personal_Data_Observed_by_LLM_Agents_During_Task_Execution.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0779.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
780,Reliable Weak-to-Strong Monitoring of LLM Agents,S7,P2,B,A,1.000,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_40_Reliable_Weak-to-Strong_Monitoring_of_LLM_Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0780.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
782,"Model Context Protocol -MCP- Landscape, Security Threats, and Future Research Directions",S7,P2,B,A,1.000,S7/P2/S7_P2/paper_first_notes/S7_P2_42_Model_Context_Protocol_MCP_Landscape_Security_Threats_and_Future_Research_Directions.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0782.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
783,AprielGuard,S7,P2,B,A,1.000,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_43_AprielGuard.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0783.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
784,LLM Agents for Automated Web Vulnerability Reproduction- Are We There Yet,S7,P2,B,A,1.000,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_44_LLM_Agents_for_Automated_Web_Vulnerability_Reproduction_Are_We_There_Yet.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0784.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
785,Web Fraud Attacks Against LLM-Driven Multi-Agent Systems,S7,P2,B,A,1.000,S7/P2/S7_P2_REBUILT_ALL_59_paper_first_detailed_markdown_notes/S7_P2_45_Web_Fraud_Attacks_Against_LLM-Driven_Multi-Agent_Systems.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0785.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
