record_id,title,register_status,register_venue,register_identifier,found_title,found_venue,found_type,found_year,found_doi,openalex_id,title_match,VERDICT,notes
735,TrustAgent Towards Safe and Trustworthy LLM-based Agents,Unconfirmed,,,TrustAgent: Towards Safe and Trustworthy LLM-based Agents,Findings of the Association for Computational Linguistics: EMNLP 2024,proceedings-article,2024,10.18653/v1/2024.findings-emnlp.585,,1.0,UPGRADE,register says 'Unconfirmed' but external source shows published in 'Findings of the Association for Computational Linguistics: EMNLP 2024'
736,AirGapAgent: Protecting Privacy-Conscious Conversational Agents,Archival published,"Proceedings of the 2024 ACM SIGSAC Conference on Computer and Communications Security (CCS 2024), pages 3868–3882",https://doi.org/10.1145/3658644.3690350,AirGapAgent: Protecting Privacy-Conscious Conversational Agents,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,proceedings-article,2024,10.1145/3658644.3690350,,1.0,OK,
737,Visibility into AI Agents,Archival published,"Proceedings of the 2024 ACM Conference on Fairness, Accountability, and Transparency",https://doi.org/10.1145/3630106.3659037,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
738,GuardAgent: Safeguard LLM Agents via Knowledge-Enabled Reasoning,Archival published,"Proceedings of the 42nd International Conference on Machine Learning (ICML 2025), PMLR 267:68316–68342",https://proceedings.mlr.press/v267/xiang25a.html,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
739,BadAgent Inserting and Activating Backdoor Attacks in LLM Agents,Unconfirmed,,,BadAgent: Inserting and Activating Backdoor Attacks in LLM Agents,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2024,10.18653/v1/2024.acl-long.530,,1.0,UPGRADE,register says 'Unconfirmed' but external source shows published in 'Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)'
740,Preemptive Detection and Correction of Misaligned Actions in LLM Agents,Preprint/technical report,,,Preemptive Detection and Correction of Misaligned Actions in LLM Agents,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2025,10.18653/v1/2025.emnlp-main.12,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing'
741,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,Archival published,"ACM Computing Surveys, online publication",https://doi.org/10.1145/3773080,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,ACM Computing Surveys,journal-article,2025,10.1145/3773080,,1.0,OK,
742,Caution for the Environment Multimodal LLM Agents are Susceptible to Environmental Distractions,Preprint/technical report,,,Caution for the Environment: Multimodal LLM Agents are Susceptible to Environmental Distractions,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.1087,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)'
743,Safeguarding AI Agents: Developing and Analyzing Safety Architectures,Preprint/technical report,,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
744,Agent Security Bench (ASB)- Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,Archival published,International Conference on Learning Representations,arXiv:2410.02644,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
745,HAICOSYSTEM: An Ecosystem for Sandboxing Safety Risks in Human-AI Interactions,Archival published,Conference on Language Modeling,arXiv:2409.16427,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
746,Multimodal Situational Safety,Archival published,International Conference on Learning Representations,arXiv:2410.06172,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
747,Watch Out for Your Agents! Investigating Backdoor Threats to LLM-Based Agents,Archival published,Advances in NeurIPS,arXiv:2402.11208,Watch Out for Your Agents! Investigating Backdoor Threats to LLM-Based Agents,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-3201,,1.0,OK,
748,AgentHarm A Benchmark for Measuring Harmfulness of LLM Agents,Archival published,International Conference on Learning Representations,arXiv:2410.09024,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
749,Applying Refusal-Vector Ablation to Llama 3.1 70B Agents,Workshop/non-archival,NeurIPS 2024 SafeGenAI Workshop,https://openreview.net/forum?id=UaEIzSQeCL; arXiv:2410.10871,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
750,MobileSafetyBench Evaluating Safety of Autonomous Agents in Mobile Device Control,Archival published,Proceedings of the 39th AAAI Conference on Artificial Intelligence,arXiv:2410.17520,MobileSafetyBench: Evaluating Safety of Autonomous Agents in Mobile Device Control,Proceedings of the AAAI Conference on Artificial Intelligence,journal-article,2026,10.1609/aaai.v40i44.41090,,1.0,OK,
751,Navigating the Risks: A Survey of Security and Privacy Threats in LLM-Based Agents,Archival published,ACM Transactions on Software Engineering and Methodology,https://doi.org/10.1145/3807666,Navigating the Risks: A Survey of Security and Privacy Threats in LLM-Based Agents,ACM Transactions on Software Engineering and Methodology,journal-article,2026,10.1145/3807666,,1.0,OK,
752,Agent-SafetyBench Evaluating the Safety of LLM Agents,Preprint/technical report,,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
753,The Task Shield Enforcing Task Alignment to Defend Against Indirect Prompt Injection in LLM Agents,Preprint/technical report,arXiv preprint arXiv:2412.16682,arXiv:2412.16682,The Task Shield: Enforcing Task Alignment to Defend Against Indirect Prompt Injection in LLM Agents,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.1435,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)'
754,Authenticated Delegation and Authorized AI Agents,Preprint/technical report,,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
755,Context is Key for Agent Security,Preprint/technical report,,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
756,Contextual Agent Security A Policy for Every Purpose,Workshop/conditional,Proceedings of the 20th Workshop on Hot Topics in Operating Systems,https://doi.org/10.1145/3713082.3713098,Contextual Agent Security: A Policy for Every Purpose,Proceedings of the Workshop on Hot Topics in Operating Systems,proceedings-article,2025,10.1145/3713082.3730378,,1.0,UPGRADE,register says 'Workshop/conditional' but external source shows published in 'Proceedings of the Workshop on Hot Topics in Operating Systems'
757,Evaluating the Robustness of Multimodal Agents Against Active Environmental Injection Attacks,Archival published,Proceedings of the 33rd ACM International Conference on Multimedia,https://doi.org/10.1145/3664647.3680685,Evaluating the Robustness of Multimodal Agents Against Active Environmental Injection Attacks,Proceedings of the 33rd ACM International Conference on Multimedia,proceedings-article,2025,10.1145/3746027.3755646,,1.0,OK,
758,Multi-Agent Risks from Advanced AI,Preprint/technical report,arXiv preprint arXiv:2502.14143,arXiv:2502.14143,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
759,A Practical Memory Injection Attack against LLM Agents,Archival published,Advances in Neural Information Processing Systems,arXiv:2411.09921,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
760,A Survey on Trustworthy LLM Agents: Threats and Countermeasures,Preprint/technical report,,,A Survey on Trustworthy LLM Agents: Threats and Countermeasures,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,proceedings-article,2025,10.1145/3711896.3736561,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2'
761,Towards Trustworthy GUI Agents: A Survey,Archival published,Findings of the Association for Computational Linguistics: ACL 2025,https://doi.org/10.18653/v1/2025.findings-acl.1158,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
762,AgentSpec Customizable Runtime Enforcement for Safe and Reliable LLM Agents,Archival published,Proceedings of the 48th IEEE/ACM International Conference on Software Engineering,arXiv:2503.05037,AgentSpec: Customizable Runtime Enforcement for Safe and Reliable LLM Agents,Proceedings of the 2026 IEEE/ACM 48th International Conference on Software Engineering,proceedings-article,2026,10.1145/3744916.3764546,,1.0,OK,
763,textitAgents Under Siege Breaking Pragmatic Multi-Agent LLM Systems with Optimized Prompt Attacks,Preprint/technical report,,,Agents Under Siege: Breaking Pragmatic Multi-Agent LLM Systems with Optimized Prompt Attacks,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.476,,0.968,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)'
764,VeriSafe Agent Safeguarding Mobile GUI Agent via Logic-based Action Verification,Archival published,Proceedings of the 31st Annual International Conference on Mobile Computing and Networking,https://doi.org/10.1145/3636534.3690682,VeriSafe Agent: Safeguarding Mobile GUI Agent via Logic-based Action Verification,Proceedings of the 31st Annual International Conference on Mobile Computing and Networking,proceedings-article,2025,10.1145/3680207.3765248,,1.0,OK,
765,A Comprehensive Survey in LLM(-Agent) Full Stack Safety Data Training and Deployment,Preprint/technical report,,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
766,Inherent and emergent liability issues in LLM-based agentic systems a principal-agent perspective,Preprint/technical report,,,Inherent and emergent liability issues in LLM-based agentic systems: a principal-agent perspective,,posted-content,2025,10.2139/ssrn.5210666,,1.0,OK,both treat it as preprint
767,The Obvious Invisible Threat LLM-Powered GUI Agents Vulnerability to Fine-Print Injections,Preprint/technical report,,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
768,Toward a Human-Centered Evaluation Framework for Trustworthy LLM-Powered GUI Agents,Unconfirmed,,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
769,Goal-Aware Identification and Rectification of Misinformation in Multi-Agent Systems,Preprint/technical report,arXiv preprint arXiv:2506.00509,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
770,Hidden Ghost Hand Unveiling Backdoor Vulnerabilities in MLLM-Powered Mobile GUI Agents,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2025,arXiv:2502.00907,Hidden Ghost Hand: Unveiling Backdoor Vulnerabilities in MLLM-Powered Mobile GUI Agents,Findings of the Association for Computational Linguistics: EMNLP 2025,proceedings-article,2025,10.18653/v1/2025.findings-emnlp.411,,1.0,OK,
771,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,Archival accepted,,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
772,Tool Preferences in Agentic LLMs are Unreliable,Archival published,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,arXiv:2504.02041,Tool Preferences in Agentic LLMs are Unreliable,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2025,10.18653/v1/2025.emnlp-main.1060,,1.0,OK,
773,AgentAuditor: Human-Level Safety and Security Evaluation for LLM Agents,Archival published,Advances in Neural Information Processing Systems,arXiv:2504.06733,AgentAuditor: Human-level Safety and Security Evaluation for LLM Agents,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-1440,,1.0,OK,
774,From Prompt Injections to Protocol Exploits: Threats in LLM-Powered AI Agents Workflows,Archival accepted,,,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,ICT Express,journal-article,2026,10.1016/j.icte.2025.12.001,,1.0,NEEDS_REVIEW,register venue empty; external says 'ICT Express'
775,SHADE-Arena: Evaluating Sabotage and Monitoring in LLM Agents,Preprint/technical report,arXiv preprint arXiv:2506.15740,arXiv:2506.15740,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
776,Beyond Jailbreaking Auditing Contextual Privacy in LLM Agents,Unconfirmed,,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
777,Demonstrations of Integrity Attacks in Multi-Agent Systems,Archival accepted,,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
778,Effective Red-Teaming of Policy-Adherent Agents,Archival published,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,arXiv:2504.08624,Effective Red-Teaming of Policy-Adherent Agents,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2025,10.18653/v1/2025.emnlp-main.114,,1.0,OK,
779,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,Archival accepted,,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
780,Reliable Weak-to-Strong Monitoring of LLM Agents,Archival published,International Conference on Learning Representations,arXiv:2505.08786,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
781,Agentic Misalignment: How LLMs Could Be Insider Threats,Preprint/technical report,arXiv preprint arXiv:2510.05179,arXiv:2510.05179,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
