record_id,title,year,venue,publication_status,status_category,existing_identifier,existing_archival_doi,doi_final,doi_status,doi_source,verification_url,crossref_title,crossref_score,crossref_type,crossref_year,openalex_title,openalex_score,manual_decision,notes
734,ToolSword: Unveiling Safety Issues of Large Language Models in Tool Learning Across Three Stages,2024,"Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL 2024), Long Papers, pages 2181–2211",Published,Archival published,https://doi.org/10.18653/v1/2024.acl-long.119,10.18653/v1/2024.acl-long.119,10.18653/v1/2024.acl-long.119,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.acl-long.119,ToolSword: Unveiling Safety Issues of Large Language Models in Tool Learning Across Three Stages,1.0000,proceedings-article,2024,,,,
736,AirGapAgent: Protecting Privacy-Conscious Conversational Agents,2024,"Proceedings of the 2024 ACM SIGSAC Conference on Computer and Communications Security (CCS 2024), pages 3868–3882",Published,Archival published,https://doi.org/10.1145/3658644.3690350,10.1145/3658644.3690350,10.1145/3658644.3690350,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3658644.3690350,AirGapAgent: Protecting Privacy-Conscious Conversational Agents,1.0000,proceedings-article,2024,,,,
737,Visibility into AI Agents,2024,"Proceedings of the 2024 ACM Conference on Fairness, Accountability, and Transparency",Published,Archival published,https://doi.org/10.1145/3630106.3659037,10.1145/3630106.3659037,10.1145/3630106.3658948,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1145/3630106.3658948,Visibility into AI Agents,1.0400,proceedings-article,2024,,,,Existing DOI resolved but had low title match (0.257); searched by title instead.
738,GuardAgent: Safeguard LLM Agents via Knowledge-Enabled Reasoning,2025,ICML 2025 / PMLR 267,Published,Archival published,https://proceedings.mlr.press/v267/xiang25a.html,,,verified_no_archival_doi_expected_for_venue,,,Leveraging LLM agents and knowledge models for automated legal reasoning,0.5341,journal-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
741,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,2025,"ACM Computing Surveys, online publication",Published,Archival published,https://doi.org/10.1145/3773080,10.1145/3773080,10.1145/3773080,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3773080,The Emerged Security and Privacy of LLM Agent: A Survey with Case Studies,1.0000,journal-article,2026,,,,
744,Agent Security Bench (ASB)- Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/5750f91d8fb9d5c02bd8ad2c3b44456b-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,SEC-bench: Automated Benchmarking of LLM Agents on Real-World Software Security Tasks,0.4228,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
745,HAICOSYSTEM- An Ecosystem for Sandboxing Safety Risks in Human-AI Interactions,2025,Conference on Language Modeling,Published,Archival published,arXiv:2409.16427,,,verified_no_archival_doi_expected_for_venue,,,SHAI 2023: Workshop on Designing for Safety in Human-AI Interactions,0.5465,proceedings-article,2023,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
746,Multimodal Situational Safety,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/1cb57fcf7ff3f6d37eebae5becc9ea6d-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,GEMS: Group Emotion Profiling Through Multimodal Situational Understanding,0.4364,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
747,Watch Out for Your Agents! Investigating Backdoor Threats to LLM-Based Agents,2024,Advances in NeurIPS,Published,Archival published,arXiv:2402.11208,,10.52202/079017-3201,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/079017-3201,Watch Out for Your Agents! Investigating Backdoor Threats to LLM-Based Agents,1.0400,proceedings-article,2024,,,,
748,AgentHarm A Benchmark for Measuring Harmfulness of LLM Agents,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c493d23af93118975cdbc32cbe7323f5-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,Continuous Benchmark Generation for Evaluating Enterprise-scale LLM Agents,0.4859,proceedings-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
750,MobileSafetyBench Evaluating Safety of Autonomous Agents in Mobile Device Control,2025,Proceedings of the 39th AAAI Conference on Artificial Intelligence,Published,Archival published,arXiv:2410.17520,,10.1609/aaai.v40i44.41090,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1609/aaai.v40i44.41090,MobileSafetyBench: Evaluating Safety of Autonomous Agents in Mobile Device Control,1.0200,journal-article,2026,,,,
751,Navigating the Risks: A Survey of Security and Privacy Threats in LLM-Based Agents,2026,ACM Transactions on Software Engineering and Methodology,Published,Archival published,https://doi.org/10.1145/3807666,10.1145/3807666,10.1145/3807666,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3807666,Navigating the Risks: A Survey of Security and Privacy Threats in LLM-Based Agents,1.0000,journal-article,2026,,,,
757,Evaluating the Robustness of Multimodal Agents Against Active Environmental Injection Attacks,2025,Proceedings of the 33rd ACM International Conference on Multimedia,Published,Archival published,https://doi.org/10.1145/3664647.3680685,10.1145/3664647.3680685,10.1145/3746027.3755646,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1145/3746027.3755646,Evaluating the Robustness of Multimodal Agents Against Active Environmental Injection Attacks,1.0400,proceedings-article,2025,,,,Existing DOI resolved but had low title match (0.163); searched by title instead.
760,A Survey on Trustworthy LLM Agents- Threats and Countermeasures,2025,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,Published,Archival published,https://doi.org/10.1145/3711896.3736561,10.1145/3711896.3736561,10.1145/3711896.3736561,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3711896.3736561,A Survey on Trustworthy LLM Agents: Threats and Countermeasures,1.0000,proceedings-article,2025,,,,
762,AgentSpec Customizable Runtime Enforcement for Safe and Reliable LLM Agents,2026,Proceedings of the 48th IEEE/ACM International Conference on Software Engineering,Published,Archival published,arXiv:2503.05037,,10.1145/3744916.3764546,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1145/3744916.3764546,AgentSpec: Customizable Runtime Enforcement for Safe and Reliable LLM Agents,1.0400,proceedings-article,2026,,,,
764,VeriSafe Agent Safeguarding Mobile GUI Agent via Logic-based Action Verification,2025,Proceedings of the 31st Annual International Conference on Mobile Computing and Networking,Published,Archival published,https://doi.org/10.1145/3636534.3690682,10.1145/3636534.3690682,10.1145/3680207.3765248,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1145/3680207.3765248,VeriSafe Agent: Safeguarding Mobile GUI Agent via Logic-based Action Verification,1.0400,proceedings-article,2025,,,,Existing DOI resolved but had low title match (0.239); searched by title instead.
770,Hidden Ghost Hand Unveiling Backdoor Vulnerabilities in MLLM-Powered Mobile GUI Agents,2025,Findings of the Association for Computational Linguistics: EMNLP 2025,Published,Archival published,arXiv:2502.00907,,10.18653/v1/2025.findings-emnlp.411,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.findings-emnlp.411,Hidden Ghost Hand: Unveiling Backdoor Vulnerabilities in MLLM-Powered Mobile GUI Agents,1.0400,proceedings-article,2025,,,,
772,Tool Preferences in Agentic LLMs are Unreliable,2025,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,Published,Archival published,arXiv:2504.02041,,10.18653/v1/2025.emnlp-main.1060,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.emnlp-main.1060,Tool Preferences in Agentic LLMs are Unreliable,1.0400,proceedings-article,2025,,,,
773,AgentAuditor- Human-Level Safety and Security Evaluation for LLM Agents,2025,Advances in Neural Information Processing Systems,Published,Archival published,arXiv:2504.06733,,10.52202/085713-1440,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/085713-1440,AgentAuditor: Human-level Safety and Security Evaluation for LLM Agents,1.0400,proceedings-article,2025,,,,
774,From Prompt Injections to Protocol Exploits- Threats in LLM-Powered AI Agents Workflows,2025,ICT Express,Published,Archival published,https://doi.org/10.1016/j.icte.2025.12.001,10.1016/j.icte.2025.12.001,10.1016/j.icte.2025.12.001,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1016/j.icte.2025.12.001,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,1.0000,journal-article,2026,,,,
778,Effective Red-Teaming of Policy-Adherent Agents,2025,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,Published,Archival published,arXiv:2504.08624,,10.18653/v1/2025.emnlp-main.114,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.emnlp-main.114,Effective Red-Teaming of Policy-Adherent Agents,1.0400,proceedings-article,2025,,,,
780,Reliable Weak-to-Strong Monitoring of LLM Agents,2026,ICLR 2026,Published,Archival published,https://openreview.net/forum?id=WV7xIboTDK,,,verified_no_archival_doi_expected_for_venue,,,WESE: weak exploration to strong exploitation for LLM agents,0.5868,journal-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
782,"Model Context Protocol -MCP- Landscape, Security Threats, and Future Research Directions",2025,ACM Transactions on Software Engineering and Methodology,Published,Archival published,https://doi.org/10.1145/3796519,10.1145/3796519,10.1145/3796519,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3796519,"Model Context Protocol (MCP): Landscape, Security Threats, and Future Research Directions",1.0000,journal-article,2026,,,,
785,Web Fraud Attacks Against LLM-Driven Multi-Agent Systems,2026,Findings of the Association for Computational Linguistics: ACL 2026,Published,Archival published,https://aclanthology.org/2026.findings-acl.686/,,10.18653/v1/2026.findings-acl.686,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2026.findings-acl.686,Web Fraud Attacks Against LLM-Driven Multi-Agent Systems,1.0400,proceedings-article,2026,,,,
787,MCP SECURITY BENCH (MSB)- BENCHMARKING ATTACKS AGAINST MODEL CONTEXT PROTOCOL IN LLM AGENTS,2026,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2026/hash/5fc47800ee5b30b8777fdd30abcaaf3b-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,FinMCP-Bench: Benchmarking LLM Agents for Real-World Financial Tool Use Under the Model Context Protocol,0.5189,proceedings-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
790,Emergent and Predictable Memorization in Large Language Models,2023,"Advances in Neural Information Processing Systems 36 (NeurIPS 2023), Main Conference Track",Published,Archival published,https://proceedings.neurips.cc/paper_files/paper/2023/hash/59404fb89d6194641c69ae99ecdf8f6d-Abstract-Conference.html,,10.52202/075280-1219,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/075280-1219,Emergent and Predictable Memorization in Large Language Models,1.0400,proceedings-article,2023,,,,
791,Foundational Challenges in Assuring Alignment and Safety of Large Language Models,2024,Transactions on Machine Learning Research,Published,Archival published,https://openreview.net/forum?id=oVTkOs8Pka,,,verified_no_archival_doi_expected_for_venue,,,"Safety, Alignment, and Robustness of Large Language Models: A Review",0.5668,journal-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
794,"TRiSM for Agentic AI: A review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems",2026,"AI Open, Volume 7",Published,Archival published,https://doi.org/10.1016/j.aiopen.2026.02.006,10.1016/j.aiopen.2026.02.006,10.1016/j.aiopen.2026.02.006,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1016/j.aiopen.2026.02.006,"TRiSM for Agentic AI: A review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems",1.0000,journal-article,2026,,,,
797,Generalizability of Large Language Model-Based Agents- A comprehensive survey,2026,ACM Computing Surveys,Published,Archival published,https://doi.org/10.1145/3794858,10.1145/3794858,10.1145/3794858,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3794858,Generalizability of Large Language Model-Based Agents: A Comprehensive Survey,1.0000,journal-article,2026,,,,
799,CowPilot A Framework for Autonomous and Human-Agent Collaborative Web Navigation,2025,Proceedings of NAACL (System Demonstrations),Published,Archival published,https://doi.org/10.18653/v1/2025.naacl-demo.17,10.18653/v1/2025.naacl-demo.17,10.18653/v1/2025.naacl-demo.17,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.naacl-demo.17,CowPilot: A Framework for Autonomous and Human-Agent Collaborative Web Navigation,1.0000,proceedings-article,2025,,,,
801,"Agent A/B- Automated and Scalable A/B Testing on Live Websites with Interactive LLM Agents [MERGED: consolidates former duplicate row #802, ""AgentAB"" title variant — confirmed same paper]",2026,ACM CHI 2026 Extended Abstracts,Published,Archival published,https://doi.org/10.1145/3772363.3799039,10.1145/3772363.3799039,10.1145/3772363.3799039,verified_archival_doi_manual,ACM and Crossref,https://doi.org/10.1145/3772363.3799039,Agent A/B: Automated and Scalable A/B Testing on Live Websites with Interactive LLM Agents,0.6234,proceedings-article,2026,,,doi,Official CHI 2026 Extended Abstracts DOI; register title contains an audit-trail merge note.
811,The Behavioral Fabric of LLM-Powered GUI Agents- HumanValues and Interaction Outcomes,2026,Proceedings of the 31st ACM Conference on Intelligent User Interfaces,Published,Archival published,https://doi.org/10.1145/3742413.3789219,10.1145/3742413.3789219,10.1145/3742413.3789219,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3742413.3789219,The Behavioral Fabric of LLM-Powered GUI Agents: Human Values and Interaction Outcomes,0.9212,proceedings-article,2026,,,,
