record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
639,WAREX: WEB AGENT RELIABILITY EVALUATION ON EXISTING BENCHMARKS,Archival published,TMLR,arXiv:2510.03285,datacite:arxiv,1.0,WAREX: Web Agent Reliability Evaluation on Existing Benchmarks,arXiv,Preprint,2025,10.48550/arxiv.2510.03285,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.03285,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
640,An Illusion of Progress - Assessing the Current State of Web Agents,Archival published,COLM,arXiv:2504.01382,datacite:arxiv,1.0,An Illusion of Progress? Assessing the Current State of Web Agents,arXiv,Preprint,2025,10.48550/arxiv.2504.01382,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2504.01382,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
641,Why Do LLM-based Web Agents Fail: A Hierarchical Planning Perspective,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2026.acl-long.1483,crossref:doi,1.0,Why Do LLM-based Web Agents Fail? A Hierarchical Planning Perspective,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2026,10.18653/v1/2026.acl-long.1483,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 32157-32180 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
642,WebSuite: Systematically Evaluating Why Web Agents Fail,Preprint/technical report,arXiv preprint arXiv:2406.01623,,openalex:title,1.0,WebSuite: Systematically Evaluating Why Web Agents Fail,,preprint,2024,10.48550/arxiv.2406.01623,https://openalex.org/W4399404790,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
643,Autonomous Evaluation and Refinement of Digital Agents,Archival published,COLM,arXiv:2404.06474,datacite:arxiv,1.0,Autonomous Evaluation and Refinement of Digital Agents,arXiv,Preprint,2024,10.48550/arxiv.2404.06474,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2404.06474,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
645,Why Do Multi-Agent LLM Systems Fail,Archival published,Advances in NeurIPS,arXiv:2503.13657,crossref:title,1.0,Why Do Multi-Agent LLM Systems Fail?,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-4082,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 135676-135729 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
646,Are Autonomous Web Agents Good Testers,Archival published,Proc. ACM Softw. Eng.,https://doi.org/10.1145/3728879,crossref:doi,1.0,Are Autonomous Web Agents Good Testers?,Proceedings of the ACM on Software Engineering,journal-article,2025,10.1145/3728879,,openalex:doi | crossref:doi | openalex:title | crossref:title,4,4,4,,openalex:doi: location[journal]='Proceedings of the ACM on software engineering.' | openalex:doi: DOI prefix 10.1145 (ACM) | openalex:doi: pages 206-228 | crossref:doi: crossref type=journal-article venue='Proceedings of the ACM on Software Engineering' | openalex:title: location[journal]='Proceedings of the ACM on software engineering.' | openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 206-228 | crossref:title: crossref type=journal-article venue='Proceedings of the ACM on Software Engineering',VENUE_MISMATCH,"register 'Proc. ACM Softw. Eng.' vs external archival venues ['Proceedings of the ACM on software engineering.', 'Proceedings of the ACM on Software Engineering']"
647,GEM Gaussian Embedding Modeling for Out-of-Distribution Detection in GUI Agents,Archival published,Proceedings of AAAI,arXiv:2505.12842,crossref:title,1.0,GEM: Gaussian Embedding Modeling for Out-of-Distribution Detection in GUI Agents,Proceedings of the AAAI Conference on Artificial Intelligence,journal-article,2026,10.1609/aaai.v40i40.40692,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: location[conference]='Proceedings of the AAAI Conference on Artificial Intelligence' | openalex:title: DOI prefix 10.1609 (AAAI) | openalex:title: pages 33989-33997 | crossref:title: crossref type=journal-article venue='Proceedings of the AAAI Conference on Artificial Intelligence',OK_ARCHIVAL,
649,Aegis: Taxonomy and Optimizations for Overcoming Agent-Environment Failures in LLM Agents,Preprint/technical report,arXiv preprint arXiv:2508.19504,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
650,Just Do It!- Computer-Use Agents Exhibit Blind Goal-Directedness,Archival published,International Conference on Learning Representations,arXiv:2510.01670,datacite:arxiv,1.0,Just Do It!? Computer-Use Agents Exhibit Blind Goal-Directedness,arXiv,Preprint,2025,10.48550/arxiv.2510.01670,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.01670,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
652,The Hierarchy of Agentic Capabilities: Evaluating Frontier Models on Realistic RL Environments,Preprint/technical report,arXiv preprint arXiv:2601.09032,,openalex:title,1.0,The Hierarchy of Agentic Capabilities: Evaluating Frontier Models on Realistic RL Environments,,preprint,2026,10.48550/arxiv.2601.09032,https://openalex.org/W7124321844,openalex:title | openalex:title,2,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
653,What Do LLMAgents Know About Their World: Task2Quiz: A Paradigm for Studying Environment Understanding,Preprint/technical report,arXiv preprint arXiv:2601.09503,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
654,How do Visual Attributes Influence Web Agents: A Comprehensive Evaluation of User Interface Design Factors,Preprint/technical report,arXiv preprint arXiv:2601.21961,,crossref:title,1.0,How do Visual Attributes Influence Web Agents? A Comprehensive Evaluation of User Interface Design Factors,Findings of the Association for Computational Linguistics: ACL 2026,proceedings-article,2026,10.18653/v1/2026.findings-acl.1723,,openalex:title | openalex:title | openalex:title | crossref:title,4,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 34520-34536 | crossref:title: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: ACL 2026',UPGRADE,register 'Preprint/technical report'; strong archival evidence 'Findings of the Association for Computational Linguistics: ACL 2026'
655,"The Amazing Agent Race: Strong Tool Users, Weak Navigators",Preprint/technical report,arXiv preprint arXiv:2604.10261,,openalex:title,1.0,"The Amazing Agent Race: Strong Tool Users, Weak Navigators",,preprint,2026,,https://openalex.org/W7154539520,openalex:title | openalex:title,2,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
656,Baba Is AI: Break the Rules to Beat the Benchmark,Excluded after publication-status validation,ICML 2024 Workshop on LLMs and Cognition,https://openreview.net/forum?id=jjN1A9CZn4,openalex:title,1.0,Baba Is AI: Break the Rules to Beat the Benchmark,,preprint,2024,10.48550/arxiv.2407.13729,https://openalex.org/W4406060248,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
657,Reflection-Bench: Evaluating Epistemic Agency in Large Language Models,Archival published,"Proceedings of the 42nd International Conference on Machine Learning (ICML 2025), PMLR 267",https://proceedings.mlr.press/v267/li25cu.html,openalex:title,1.0,Reflection-Bench: Evaluating Epistemic Agency in Large Language Models,,preprint,2024,10.48550/arxiv.2410.16270,https://openalex.org/W4404089450,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
658,VeriLA A Human-Centered Evaluation Framework for Interpretable Verification of LLM Agent Failures,Preprint/technical report,arXiv preprint arXiv:2503.12651,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
659,Detecting Silent Failures in Multi-Agentic AI Trajectories,Archival published,"Companion of the 17th ACM/SPEC International Conference on Performance Engineering, ICPE Companion 2026",https://doi.org/10.1145/3777911.3801104,crossref:doi,0.835,Detecting Silent Failures in Multi-Agentic AI Trajectories (Work In Progress Paper),Companion of the 17th ACM/SPEC International Conference on Performance Engineering,proceedings-article,2026,10.1145/3777911.3801104,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.1145 (ACM) | openalex:doi: pages 33-39 | crossref:doi: crossref type=proceedings-article venue='Companion of the 17th ACM/SPEC International Conference on Performance Engineering',OK_ARCHIVAL,
660,WebLists Extracting Structured Information From Complex Interactive Websites Using Executable LLM Agents,Preprint/technical report,arXiv preprint arXiv:2504.12682,,openalex:title,1.0,WebLists: Extracting Structured Information From Complex Interactive Websites Using Executable LLM Agents,,preprint,2025,10.48550/arxiv.2504.12682,https://openalex.org/W4417090139,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
661,AutoScraper: A Progressive Understanding Web Agent for Web Scraper Generation,Archival published,Proceedings of EMNLP,https://doi.org/10.18653/v1/2024.emnlp-main.141,crossref:doi,1.0,AutoScraper: A Progressive Understanding Web Agent for Web Scraper Generation,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2024,10.18653/v1/2024.emnlp-main.141,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 2371-2389 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing',OK_ARCHIVAL,
662,ReaderLM-v2: Small Language Model for HTML to Markdown and JSON,Preprint/technical report,arXiv preprint arXiv:2503.01151,,openalex:title,1.0,ReaderLM-v2: Small Language Model for HTML to Markdown and JSON,,preprint,2025,10.48550/arxiv.2503.01151,https://openalex.org/W4415084305,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
663,INFOGEN: An Agent-Based Framework for Web Information Aggregation,Archival published,Findings of NAACL,https://doi.org/10.18653/v1/2025.findings-naacl.318,crossref:doi,0.992,Infogent: An Agent-Based Framework for Web Information Aggregation,Findings of the Association for Computational Linguistics: NAACL 2025,proceedings-article,2025,10.18653/v1/2025.findings-naacl.318,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 5745-5758 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: NAACL 2025',OK_ARCHIVAL,
664,NEXT-EVAL: Next Evaluation of Traditional and LLM Web Data Record Extraction,Preprint/technical report,arXiv preprint arXiv:2505.17125,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
665,STRUCTSENSE A Task-Agnostic Agentic Framework for Structured Information Extraction with Human-In-The-Loop Evaluation and Benchmarking,Preprint/technical report,arXiv preprint arXiv:2507.03674,,openalex:title,1.0,STRUCTSENSE: A Task-Agnostic Agentic Framework for Structured Information Extraction with Human-In-The-Loop Evaluation and Benchmarking,,preprint,2025,10.48550/arxiv.2507.03674,https://openalex.org/W4415344867,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
666,"A Systematic Review of Web Scraping: Techniques, LLM-Enhanced Approaches, Performance Metrics, and Legal-Ethical Issues",Archival published,Data & Knowledge Engineering,https://doi.org/10.1016/j.datak.2026.102598,crossref:doi,1.0,"A systematic review of web scraping: Techniques, LLM-enhanced approaches, performance metrics, and legal–ethical issues",Data &amp; Knowledge Engineering,journal-article,2026,10.1016/j.datak.2026.102598,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='Data & Knowledge Engineering' | openalex:doi: DOI prefix 10.1016 (Elsevier) | openalex:doi: pages 102598-102598 | crossref:doi: crossref type=journal-article venue='Data &amp; Knowledge Engineering',OK_ARCHIVAL,
667,SCRIBES: Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning,Archival published,International Conference on Learning Representations,arXiv:2510.01832,datacite:arxiv,1.0,SCRIBES: Web-Scale Script-Based Semi-Structured Data Extraction with Reinforcement Learning,arXiv,Preprint,2025,10.48550/arxiv.2510.01832,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.01832,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
668,An Index-based Approach for Efficient and Effective Web Content Extraction,Preprint/technical report,arXiv preprint arXiv:2512.06641,,openalex:title,1.0,An Index-based Approach for Efficient and Effective Web Content Extraction,,preprint,2025,10.48550/arxiv.2512.06641,https://openalex.org/W7110903642,openalex:title | openalex:title,2,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
670,ScrapeGraphAI-100k: A Large-Scale Dataset for LLM-Based Web Information Extraction,Preprint/technical report,arXiv preprint arXiv:2602.15189,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
671,"Automating Web Data Collection: Challenges, Solutions, and Python-Based Strategies for Effective Web Scraping",Archival published,"2024 7th International Conference on Internet Applications, Protocols, and Services (NETAPPS)",https://doi.org/10.1109/NETAPPS63333.2024.10823528,crossref:doi,1.0,"Automating Web Data Collection: Challenges, Solutions, and Python-Based Strategies for Effective Web Scraping","2024 7th International Conference on Internet Applications, Protocols, and Services (NETAPPS)",proceedings-article,2024,10.1109/netapps63333.2024.10823528,,openalex:doi | crossref:doi,2,2,2,,"openalex:doi: DOI prefix 10.1109 (IEEE) | openalex:doi: pages 1-6 | crossref:doi: crossref type=proceedings-article venue='2024 7th International Conference on Internet Applications, Protocols, and Services (NETAPPS)'",OK_ARCHIVAL,
672,Leveraging Large Language Models for Web Scraping,Preprint/technical report,arXiv preprint arXiv:2406.08246,arXiv:2406.08246,datacite:arxiv,1.0,Leveraging Large Language Models for Web Scraping,arXiv,Preprint,2024,10.48550/arxiv.2406.08246,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2406.08246,OK_PREPRINT,
673,ProductAgent Benchmarking Conversational Product Search Agent with Asking Clarification Questions,Archival published,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing: Industry Track,https://doi.org/10.18653/v1/2025.emnlp-industry.25,crossref:doi,1.0,ProductAgent: Benchmarking Conversational Product Search Agent with Asking Clarification Questions,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing: Industry Track,proceedings-article,2025,10.18653/v1/2025.emnlp-industry.25,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 383-398 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing: Industry Track',OK_ARCHIVAL,
674,XPath Agent: An Efficient XPath Programming Agent Based on LLM for Web Crawler,Preprint/technical report,arXiv preprint arXiv:2502.15688,,openalex:title,1.0,XPath Agent: An Efficient XPath Programming Agent Based on LLM for Web Crawler,,preprint,2024,10.48550/arxiv.2502.15688,https://openalex.org/W4414834068,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
675,OneKE A Dockerized Schema-Guided LLM Agent-based Knowledge Extraction System,Archival published,Companion of the ACM Web Conference 2025,https://doi.org/10.1145/3701716.3715189,crossref:doi,1.0,OneKE: A Dockerized Schema-Guided LLM Agent-based Knowledge Extraction System,Companion Proceedings of the ACM on Web Conference 2025,proceedings-article,2025,10.1145/3701716.3715189,,openalex:doi | crossref:doi | openalex:title | openalex:title | crossref:title,5,4,4,,openalex:doi: DOI prefix 10.1145 (ACM) | openalex:doi: pages 2871-2874 | crossref:doi: crossref type=proceedings-article venue='Companion Proceedings of the ACM on Web Conference 2025' | openalex:title: DOI prefix 10.1145 (ACM) | openalex:title: pages 2871-2874 | crossref:title: crossref type=proceedings-article venue='Companion Proceedings of the ACM on Web Conference 2025',VENUE_MISMATCH,register 'Companion of the ACM Web Conference 2025' vs external archival venues ['Companion Proceedings of the ACM on Web Conference 2025']
